"","text","name","handle"
"587","RT @kanyewest: If I’d thought about it I never would’ve done it, I would’ve let it slide
If I’d lived my life by what others were thinkin’,…","Kanye West","@KanyeWest"
"588","RT @LightWorkers: #Easter will be celebrated at @Coachella this year with a twist, a church inspired service brought by @kanyewest. 

https…","Kanye West","@KanyeWest"
"589","College Dropout has been my favorite @kanyewest album for years, closely followed by Late Registration. My Beautifu… https://t.co/77NdCKEuBh","Kanye West","@KanyeWest"
"590","@kanyewest You’re most creative state is hours and hours with no sleep","Kanye West","@KanyeWest"
"591","@ruzmakesmusic @kanyewest @kendricklamar @KALIUCHIS @Icryduringsex My first concert will be Tyler the Creator 😭❤️","Kanye West","@KanyeWest"
"592","RT @iam_lazi: ""...nothing in life is promised except death... If you have the opportunity to play this game of life, you need to appreciate…","Kanye West","@KanyeWest"
"593","@Mhmdrzj @kanyewest how could you get the measure of their success?","Kanye West","@KanyeWest"
"594","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"595","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"596","@kanyewest @KimKardashian @DondaCreate So when I that those outlets have roles in the ”Earth's programme” I'm not t… https://t.co/2wzP8dbQFp","Kanye West","@KanyeWest"
"597","@theyeezymafiatx @kanyewest @theyeezymafia @adidasoriginals @SneakerAdmirals @snkr_twitr @OhItsTeddy @Will23s… https://t.co/Um9fNSzXGg","Kanye West","@KanyeWest"
"598","RT @kanyewest: Be here now. Be in the moment. The now is the greatest moment of our lives and it just keeps getting better. The bad parts t…","Kanye West","@KanyeWest"
"599","@itsjigz @kanyewest i’d prefer shooting stars 🤷🏻‍♀️","Kanye West","@KanyeWest"
"600","RT @MIzelehtub: @brandonreinz @kanyewest @ndiTinashe @innocentchanet1 @InnocentVJames @stephenMakombe1 @timiretimzzy_ @Davynewboi Chances a…","Kanye West","@KanyeWest"
"601","@kanyewest @KimKardashian @DondaCreate- How tf do I know what you're about to say???

The fact that we can predict… https://t.co/5awSngCncg","Kanye West","@KanyeWest"
"602","🎶American Boy @Estelle ft @kanyewest 
            w/ @tici_barrah 

🥪☕️#Morningspice🚦
#waybackWednesday","Kanye West","@KanyeWest"
"603","RT @FREEBERNMACK1: #freebernmack 
@kanyewest @realDonaldTrump 
@BernieSanders @KimKlovers
""should have came correct""
@VLANY
@HillaryClinton…","Kanye West","@KanyeWest"
"604","RT @kanyewest: me and Cudi album June 8th","Kanye West","@KanyeWest"
"605","RT @kanyewest: I’m nice at ping pong","Kanye West","@KanyeWest"
"606","this is how i want to see @kanyewest at his easter service https://t.co/9JLkY8UM3Y","Kanye West","@KanyeWest"
"607","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"608","@kanyewest @KimKardashian @DondaCreate- predict exactly what strangers with Mentally independent minds who live in… https://t.co/MH9Tayf1il","Kanye West","@KanyeWest"
"609","RT @kanyewest: Keep moving forward","Kanye West","@KanyeWest"
"610","RT @kanyewest: Keep moving forward","Kanye West","@KanyeWest"
"611","RT @kanyewest: Keep moving forward","Kanye West","@KanyeWest"
"612","Aye. @kanyewest, what happened to that album? 🇺🇬 🇺🇬 https://t.co/FrhVnEpsQA","Kanye West","@KanyeWest"
"613","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"614","@AnooBhu @kanyewest Wednesdays are better than other Wednesdays https://t.co/eY5MgCPNzs","Kanye West","@KanyeWest"
"615","RT @KICKFLIPPP_: Still hoping that @kanyewest is in @HIDEO_KOJIMA_EN s' #DeathStranding.
Here's a lil edit i did a while ago. https://t.co/…","Kanye West","@KanyeWest"
"616",".@kanyewest is the Alex Jones of black people. 👏👏👏","Kanye West","@KanyeWest"
"617","@kanyewest - Waves https://t.co/DKw3au0pU0","Kanye West","@KanyeWest"
"618","@kanyewest @KimKardashian @DondaCreate The Zoomed in details of this predicament are not important, The thing that… https://t.co/XNuSbpCQ3c","Kanye West","@KanyeWest"
"619","RT @OzzieCanseco: Every day I think, is @KanyeWest very thankful he don't have a twin brother more loco than him? #YesWeKanye https://t.co/…","Kanye West","@KanyeWest"
"620","RT @KICKFLIPPP_: Still hoping that @kanyewest is in @HIDEO_KOJIMA_EN s' #DeathStranding.
Here's a lil edit i did a while ago. https://t.co/…","Kanye West","@KanyeWest"
"621","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"622","RT @KICKFLIPPP_: Still hoping that @kanyewest is in @HIDEO_KOJIMA_EN s' #DeathStranding.
Here's a lil edit i did a while ago. https://t.co/…","Kanye West","@KanyeWest"
"623","RT @kardashstormy: LMAO 🤣  LOOK AT KIMs face 😂 #KUWTK IM SCREAMG 🤣🤣 @KimKardashian  @kanyewest  https://t.co/cAKWEEdkxE","Kanye West","@KanyeWest"
"624","RT @KICKFLIPPP_: Still hoping that @kanyewest is in @HIDEO_KOJIMA_EN s' #DeathStranding.
Here's a lil edit i did a while ago. https://t.co/…","Kanye West","@KanyeWest"
"625","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"626","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"627","@kanyewest @KimKardashian @DondaCreate So I decided to take a look in her comments &amp; to my not surprise, there were… https://t.co/WllMNvOVyp","Kanye West","@KanyeWest"
"628","RT @KICKFLIPPP_: Still hoping that @kanyewest is in @HIDEO_KOJIMA_EN s' #DeathStranding.
Here's a lil edit i did a while ago. https://t.co/…","Kanye West","@KanyeWest"
"629","New project Searching for @kanyewest out RN on all platforms ---------&gt; https://t.co/0Hf6dRXqky

Featuring… https://t.co/q5JDqIsnXD","Kanye West","@KanyeWest"
"630","RT @KICKFLIPPP_: Still hoping that @kanyewest is in @HIDEO_KOJIMA_EN s' #DeathStranding.
Here's a lil edit i did a while ago. https://t.co/…","Kanye West","@KanyeWest"
"631","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"632","@texxwalker1 Nah not @kanyewest","Kanye West","@KanyeWest"
"633","@kanyewest @KimKardashian @DondaCreate- &amp; notifications were popping up on my screen about you Tweeting,
I stopped… https://t.co/AXVMUFy54I","Kanye West","@KanyeWest"
"634","RT @kanyewest: sometimes we all need hugs","Kanye West","@KanyeWest"
"635","I want to see @kanyewest Sunday service @coachella","Kanye West","@KanyeWest"
"636","Sources have declared that @kanyewest is really distressed because they can't find their favorite white top!","Kanye West","@KanyeWest"
"637","@kanyewest @KimKardashian @DondaCreate The other day I decided to log onto Twitter just to see what was going on in… https://t.co/FHFPlnZ3D5","Kanye West","@KanyeWest"
"638","I’m loving the @KimKardashian and @kanyewest dynamic on #KUWTK I feel like we get to see this real, funny wholesome side of them both","Kanye West","@KanyeWest"
"639","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"640","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"641","Good mornin', this ain't Vietnam still
People lose hands, legs, arms, for real
#LateRegistration @kanyewest… https://t.co/wuQLse6RNq","Kanye West","@KanyeWest"
"642","@kanyewest is unreal🤣🤣 https://t.co/rr14u8BMj5","Kanye West","@KanyeWest"
"643","""I'm not rational, I'm spiritual"" -- @kanyewest","Kanye West","@KanyeWest"
"644","RT @kanyewest: Love everyone      Start the year clean      Just be     All love","Kanye West","@KanyeWest"
"645","RT @kanyewest: Spoke with Joe Rogan    Podcast coming soon🔥🔥🔥","Kanye West","@KanyeWest"
"646","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"647","@michaelperry @kanyewest @NipseyHussle @KimKardashian I second this 🙌","Kanye West","@KanyeWest"
"648","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"649","RT @kanyewest: We will change the world.  God is on my side. I am a Christian. I am a tax payer. I am myself. God is with us.","Kanye West","@KanyeWest"
"650","@kanyewest @KimKardashian @DondaCreate The new York times, the Washington post, and all their friends are Perfect e… https://t.co/NQW8povq8q","Kanye West","@KanyeWest"
"651","@stefanoocortii @nojumper @kanyewest He definitely has bad songs","Kanye West","@KanyeWest"
"652","@kanyewest you got me, right? https://t.co/B2KkHkSimZ","Kanye West","@KanyeWest"
"653","Thank you @kanyewest for Sunday service","Kanye West","@KanyeWest"
"654","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"655","Do you need another soprano? @kanyewest https://t.co/fu7XdV1G2V","Kanye West","@KanyeWest"
"656","RT @KICKFLIPPP_: Still hoping that @kanyewest is in @HIDEO_KOJIMA_EN s' #DeathStranding.
Here's a lil edit i did a while ago. https://t.co/…","Kanye West","@KanyeWest"
"657","RT @kardashstormy: LMAO 🤣  LOOK AT KIMs face 😂 #KUWTK IM SCREAMG 🤣🤣 @KimKardashian  @kanyewest  https://t.co/cAKWEEdkxE","Kanye West","@KanyeWest"
"658","@kanyewest Bless your heart Kanye, God bless you and Jesus loves you very much and so does everyone else hopefully Lol","Kanye West","@KanyeWest"
"659","finna show up to @kanyewest @coachella with a “making America great again” hat to piss people off","Kanye West","@KanyeWest"
"660","@kanyewest Met a man in federal prison ""Innocent"" and i mean INNOCENT, with nobody to listen and no money to fight.… https://t.co/I7TVKqnXZC","Kanye West","@KanyeWest"
"661","RT @kanyewest: From now on I’m performing with my mutherfucking hat on 🐉🐉🐉","Kanye West","@KanyeWest"
"662","RT @kanyewest: Spoke with Joe Rogan    Podcast coming soon🔥🔥🔥","Kanye West","@KanyeWest"
"663","RT @kanyewest: Keep moving forward","Kanye West","@KanyeWest"
"664","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"665","Hey @kanyewest I love you","Kanye West","@KanyeWest"
"666","RT @kanyewest: If I got any cooler I would freeze to death","Kanye West","@KanyeWest"
"667","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"668","@Hawaii5_0H @SneakerAdmirals @kanyewest @theyeezymafia @adidasoriginals @snkr_twitr @OhItsTeddy @Will23s… https://t.co/qbgz8GYQpq","Kanye West","@KanyeWest"
"669","On @66Raw Radio: XTCY by @kanyewest Listen at https://t.co/P2naAvYqn0 #hiphop https://t.co/3DtKAHr6ww","Kanye West","@KanyeWest"
"670","RT @kanyewest: Keep moving forward","Kanye West","@KanyeWest"
"671","@hannicanie @KimKardashian @kanyewest I appreciate you providing your opinion- what type of non idiocy does someone… https://t.co/wGoalzGXsY","Kanye West","@KanyeWest"
"672","@ScottWalker Duh why wouldn’t you back the Nazi.... that’s like @kanyewest not backing @kanyewest","Kanye West","@KanyeWest"
"673","@hannagarrigus @kanyewest hahahaha that was not at all what I thought he was going to say but soooo cute/funny","Kanye West","@KanyeWest"
"674","@theyeezymafiatx @SneakerAdmirals @kanyewest @theyeezymafia @adidasoriginals @snkr_twitr @OhItsTeddy @Will23s… https://t.co/bbXGtmwR7i","Kanye West","@KanyeWest"
"675","@cxosynergy @KimKardashian @kanyewest I'm not like those sheep who follow such idiocy....  🙄","Kanye West","@KanyeWest"
"676","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"677","@cashifyer @Maha_Sattva @kanyewest I’m that nigga is what I’m sayin @Drake","Kanye West","@KanyeWest"
"678","RT @kanyewest: “Be anxious about nothing, but in everything, by prayer and supplication with thanksgiving, let your requests be made known…","Kanye West","@KanyeWest"
"679","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"680","I’ll take @KimKardashian from @kanyewest if I had money lol #easy","Kanye West","@KanyeWest"
"681","RT @kanyewest: My eyes are now wide open and now realize I’ve been used to spread messages I don’t believe in. I am distancing myself from…","Kanye West","@KanyeWest"
"682","Still hoping that @kanyewest is in @HIDEO_KOJIMA_EN s' #DeathStranding.
Here's a lil edit i did a while ago. https://t.co/v3qbLuixyW","Kanye West","@KanyeWest"
"683","Hi @kanyewest I would like to formally invite you to my wedding in Cabo this Novemeber. I love you and you would lo… https://t.co/lant5Nq2BD","Kanye West","@KanyeWest"
"684","@kanyewest 

#MakeKanye2006Again 

Candace Owens has misled you on blacks caring about black crime in Chicago. She… https://t.co/hAnTG1XAR4","Kanye West","@KanyeWest"
"685","RT @kanyewest: rules are structure for people who can’t carve their own path successfully","Kanye West","@KanyeWest"
"686","Leaked @kanyewest’s Yandhi tracklist. https://t.co/9GmkB0FlJN","Kanye West","@KanyeWest"
"687","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"688","RT @NICKIROOM: Best selling rappers of all time in the US: (Records include singles, features, albums)

1. @Drake 226,000,000
2. @Eminem 17…","Kanye West","@KanyeWest"
"689","Imma tweet my every waking thought. Y’all thought @kanyewest was bad. Prepare yourself interwebs. This is just the beginning.","Kanye West","@KanyeWest"
"690","@kanyewest 
My yeezy clay are defective and unthreading themselves.","Kanye West","@KanyeWest"
"691","This tax season- be like @KimKardashian and @kanyewest in how successful yet genius, hardworking, and educated they… https://t.co/5iZlKaZsCU","Kanye West","@KanyeWest"
"692","RT @kanyewest: Buying first two rows at Pusha show  got me hot bro","Kanye West","@KanyeWest"
"693","Really bought myself Yeezys and convinced my coworker to take me to @kanyewest Sunday service @ Coachella .. HELP 😂😭❤️","Kanye West","@KanyeWest"
"694","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"695","@kanyewest and The-Dream ""Walkin on the Moon"" STILL go hard!","Kanye West","@KanyeWest"
"696","@KimKardashian and @kanyewest will name their new son, Xob. Pronounced Zob. Zob West. #callingit","Kanye West","@KanyeWest"
"697","RT @kanyewest: How to NOT kill yourself pt 1

Avoid being around people who make you want to kill yourself","Kanye West","@KanyeWest"
"698","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"699","RT @kanyewest: Buying first two rows at Pusha show  got me hot bro","Kanye West","@KanyeWest"
"700",". @kanyewest Announces He’ll Bring Sunday Service To @coachella 2019 on Easter Sunday
https://t.co/L4f5VoOXPa https://t.co/Il9j1NQSbk","Kanye West","@KanyeWest"
"701","RT @DartPerkin: Im calling it!
Kevin Hart should play Kanye West in a movie.
@KevinHart4real @kanyewest  #Showerthoughts #movies #KevinHart…","Kanye West","@KanyeWest"
"702","#Newsflash @kanyewest, @KimKardashian “big butt” is a fake ass, #LITERALLY 🙄so no, your family is NOT like @TheIncredibles","Kanye West","@KanyeWest"
"703","RT @kanyewest: Pulling up in the may bike 😂 https://t.co/bNFc1RoSud","Kanye West","@KanyeWest"
"704","RT @kanyewest: From now on I’m performing with my mutherfucking hat on 🐉🐉🐉","Kanye West","@KanyeWest"
"705","my inspirations for this album are 

@st_vincent 
d’angelo
@kanyewest 
vanilla sky
@drake 
we need to talk about ke… https://t.co/tLjtf13Wys","Kanye West","@KanyeWest"
"706","RT @kanyewest: One of my favorite of many things about what the Trump hat represents to me is that people can’t tell me what to do because…","Kanye West","@KanyeWest"
"707","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"708","I've created something that's going to make your family over a billion dollars.
@kanyewest @DondaCreate… https://t.co/ERxZinaA2f","Kanye West","@KanyeWest"
"709","@kanyewest how do I send through a song to try and get signed?","Kanye West","@KanyeWest"
"710","RT @kanyewest: Love everyone      Start the year clean      Just be     All love","Kanye West","@KanyeWest"
"711","RT @kanyewest: Keep moving forward","Kanye West","@KanyeWest"
"712","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"713","Im calling it!
Kevin Hart should play Kanye West in a movie.
@KevinHart4real @kanyewest  #Showerthoughts #movies… https://t.co/NPq4ZINahx","Kanye West","@KanyeWest"
"714","RT @Rhuffles: @kanyewest Cuz you need to Kanye Rest","Kanye West","@KanyeWest"
"715","RT @Complex: 11 years ago today @EstelleDarlings and @kanyewest dropped ""American Boy"" 

A classic. 
https://t.co/Lq5TongbPV","Kanye West","@KanyeWest"
"716","WATCH: Abortions aren’t what we’re taught. Animated video narrated by Dr (11 min) Skulls, arms, legs crushed, bones… https://t.co/nm62KOK9ox","Kanye West","@KanyeWest"
"717","RT @kanyewest: How to NOT kill yourself pt 1

Avoid being around people who make you want to kill yourself","Kanye West","@KanyeWest"
"718","@kanyewest is the only reason I’m watching! https://t.co/RzF38Cp6Xs","Kanye West","@KanyeWest"
"719","@kanyewest Nigga who in the Incredibles can fly maybe besides Jack Jack? https://t.co/zKFZFWBB0O","Kanye West","@KanyeWest"
"720","#219 Stronger by @kanyewest 
#Stronger #DOMMEST1000","Kanye West","@KanyeWest"
"721","I’ve been all about @kanyewest ever since Def Poetry Jam. So ain’t nothing he can do or anything anyone can say to… https://t.co/CBUJ4V3uKd","Kanye West","@KanyeWest"
"722","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"723","RT @kanyewest: Drake called me threatening me","Kanye West","@KanyeWest"
"724","@kanyewest please wear your seatbelt. You and Kim should ALWAYS wear your seatbelt when you’re driving around. I’m… https://t.co/drfF8pqAei","Kanye West","@KanyeWest"
"725","RT @kanyewest: Drake called trying to  threatened me","Kanye West","@KanyeWest"
"726","Hey @kanyewest , wanna collab?","Kanye West","@KanyeWest"
"727","@ChrisFarrish2 @kanyewest ‼️‼️ yes Chris","Kanye West","@KanyeWest"
"728","@SilkStash @kanyewest Used to be- Can't beat em, join em. Now it's can't beat em, hate em.  Foolishness.","Kanye West","@KanyeWest"
"729","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"730","@LilTifff @KimKardashian @kanyewest @CoachellaPD @PasqualeRotella Ooooo makes sense","Kanye West","@KanyeWest"
"731","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"732","Dancing out on the lawn
Fancy like the things she likes
She lives her life
I'm living mine
#Yeezus @kanyewest… https://t.co/9TQkAalA0S","Kanye West","@KanyeWest"
"733","RT @mrbmx22: @orangekma1 @YoungBlackMan12 @Left_HandSuzuki @johneze @KingDrip5 @DavidWRCampbell @Rhuffles @kanyewest This thread was a Kany…","Kanye West","@KanyeWest"
"734","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"735","@kanyewest Lame as hell for not showing his respect for Nip!!smh","Kanye West","@KanyeWest"
"736","@MONEY @Zendaya @BarackObama @MichelleObama @S_C_ @kanyewest @god @love @Beyonce @netflix @amazon @TIDAL @Apple… https://t.co/UcZBpa9wJA","Kanye West","@KanyeWest"
"737","thank you @aliciakeys and @kanyewest 

You Don't Know My Name by Alicia Keys
https://t.co/0IwIMfCDer","Kanye West","@KanyeWest"
"738","@justasistergorl @KimKardashian @kanyewest @CoachellaPD @PasqualeRotella I believe just Weekend 2 because of Easter.","Kanye West","@KanyeWest"
"739","Flashing Lights-@kanyewest https://t.co/iXPpJl1WzN","Kanye West","@KanyeWest"
"740","RT @kanyewest: Love everyone      Start the year clean      Just be     All love","Kanye West","@KanyeWest"
"741","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"742","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"743","RT @kanyewest: I ain’t never followed anyone else’s methods     I ain’t trying to be cool","Kanye West","@KanyeWest"
"744","@JoshRugman @adidasoriginals @adidasUK @adidas @wex1200 @snkrfrkrmag @kanyewest Nice shot! 🔥","Kanye West","@KanyeWest"
"745","Selling #Coachella⁠ ⁠ #weekend2 face value with shuttle! DM if interested @coachella @kanyewest","Kanye West","@KanyeWest"
"746","RT @patrickoyulu: ...Do YEEZY Boost 350 V2 sneakers come in size 4, 5 and 6? Asking for grateful Ugandans at the @UWESO1  Children's Orphan…","Kanye West","@KanyeWest"
"747","@Joe23Edwards @KimKardashian @kanyewest Literally everyone hates. Nobody loves","Kanye West","@KanyeWest"
"748","@WullimanDebbie @Elex_Michaelson @KimKardashian @CarolinaLemke @FOXLA @kanyewest hit me up bro..fake hip we can do… https://t.co/EcwbKXVyUg","Kanye West","@KanyeWest"
"749","Niggas with @kanyewest as a leader would stay saying shit this. https://t.co/QJ5y61cpyO","Kanye West","@KanyeWest"
"750","RT @kanyewest: If I got any cooler I would freeze to death","Kanye West","@KanyeWest"
"751","RT @sdpilgrim: PLEASE RETWEET:

At exactly 4PM BST / 1PM EST / 10AM PT tomorrow (03 APRIL)

we all need to tweet simply ‘@kanyewest’. We ne…","Kanye West","@KanyeWest"
"752","@itsbriiittbitch wouldn’t let me write @kanyewest for every answer to trivia tonight 👎🏽👎🏽👎🏽","Kanye West","@KanyeWest"
"753","RT @theyeezymafiatx: Which Lace Swap is better.. Asking for a Friend 👨‍🍳🔮👀🥳🙏🙌🏆 https://t.co/l6kMuBZWTW @kanyewest @theyeezymafia @adidasori…","Kanye West","@KanyeWest"
"754","RT @SneakerSickness: Been a while since I rocked the @adidasoriginals x @kanyewest #YEEZYboost350v2 #bred @SneakerAdmirals @wex1200 #yoursn…","Kanye West","@KanyeWest"
"755","thank you @kanyewest for being on  @KUWTK, my husband is your biggest fan &amp; now he will sit &amp; watch the whole show… https://t.co/fj4IPdo9Gy","Kanye West","@KanyeWest"
"756","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"757","@MONEY @Zendaya @BarackObama @MichelleObama @S_C_ @kanyewest @god @love @Beyonce @netflix @amazon @TIDAL @Apple… https://t.co/YMM4d3F1G6","Kanye West","@KanyeWest"
"758","RT @kanyewest: One of my favorite of many things about what the Trump hat represents to me is that people can’t tell me what to do because…","Kanye West","@KanyeWest"
"759","@Mad_Pags @KimKardashian @kanyewest The great ones always get the most hate 😪","Kanye West","@KanyeWest"
"760","@Joe23Edwards @KimKardashian @kanyewest Right that’s what I’m saying literally top artist of all time","Kanye West","@KanyeWest"
"761","@realCoolMikeO @kanyewest Mine too! @kanyewest 4 life","Kanye West","@KanyeWest"
"762","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"763","RT @kanyewest: I only play by God’s rules. I don’t follow no man made codes","Kanye West","@KanyeWest"
"764","But @kanyewest makes the show. His interviews are so good. I might be watching only for him now, and all the cute littles. 💚💚","Kanye West","@KanyeWest"
"765","Lol this nigga not weird, he jocing the tf out y’all down bad @kanyewest 😂😂😂😂 come on man https://t.co/uqeBJGotCM","Kanye West","@KanyeWest"
"766","Lol me trying to flirt. @KimKardashian @kanyewest https://t.co/SSYph9ZqXE","Kanye West","@KanyeWest"
"767","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"768","@Mad_Pags @KimKardashian @kanyewest Kanye always gets random hate for no reason.... he’s top 3 all time artists","Kanye West","@KanyeWest"
"769","Random thought no matter what my boy @kanyewest do he always go be my boy.","Kanye West","@KanyeWest"
"770","RT @kanyewest: Perhaps we stop looking at my tweets as rants and start looking at them as therapy testimonials and some even ministry","Kanye West","@KanyeWest"
"771","RT @kanyewest: Love everyone      Start the year clean      Just be     All love","Kanye West","@KanyeWest"
"772","@Phil4RealBeatz @ITDiscounted @EdKrassen @RepAdamSchiff @kanyewest So, tell me something Phil. Is that the result o… https://t.co/maCcP1MAPV","Kanye West","@KanyeWest"
"773","@KimKardashian Sooooooooooo @KimKardashian @kanyewest the world needs more Sunday Service...but not just on Sunday❤️ This is so beautiful🥰","Kanye West","@KanyeWest"
"774","RT @thrstyle: Kim Kardashian West (@KimKardashian) talks sunglasses, North's style and her first Coachella with @KanyeWest https://t.co/YjU…","Kanye West","@KanyeWest"
"775","Everyone BUCKLE UP! @kanyewest @KimKardashian #dumb","Kanye West","@KanyeWest"
"776","RT @kanyewest: The paradigm is shifting","Kanye West","@KanyeWest"
"777","RT @kanyewest: God answers your prayer three ways.   Yes not yet of I have a better plan for you.","Kanye West","@KanyeWest"
"778","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"779","Go Lori!! 👌👌👌🎉🎉🎉👍👍👍 U will do great for Chicago and better watch out for @kanyewest!! He is a really psychopath!! https://t.co/ZwXPHw8Z8D","Kanye West","@KanyeWest"
"780","RT @kanyewest: If I got any cooler I would freeze to death","Kanye West","@KanyeWest"
"781","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"782","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"783","Aye @kanyewest deserves more flowers.","Kanye West","@KanyeWest"
"784","RT @kanyewest: People try to ‘handle you when they think you have a mental problem","Kanye West","@KanyeWest"
"785","@Beeisthefuture @kanyewest sure you can, I heard they perform at coachella next week.","Kanye West","@KanyeWest"
"786","@thrstyle @THR @KimKardashian @kanyewest What a talent!","Kanye West","@KanyeWest"
"787","@bbceastenders I’m sorry but I’m gonna have to pull a @kanyewest 😩 I love @MaxBowden BUT @HarryReid16 was the best… https://t.co/piQtEGEWNL","Kanye West","@KanyeWest"
"788","@Wholesomeuser @MeleeGuns @Aoruran @grantiffer @A_Drug_User @BarackObama @kanyewest im down with the syndrome","Kanye West","@KanyeWest"
"789","RT @kanyewest: Spoke with Joe Rogan    Podcast coming soon🔥🔥🔥","Kanye West","@KanyeWest"
"790","@MrsBushey @KimKardashian @kanyewest Oops 😳😬","Kanye West","@KanyeWest"
"791","RT @JordanPrileszky: Rolling into 2019 with a line up of my favourite illustrations of @kanyewest /// Thank you for always being an inspira…","Kanye West","@KanyeWest"
"792","RT @CRCOTUS: @MikeTokes @ArianaGrande @RepThomasMassie @repdinatitus @JColeNC @kanyewest @kimguilfoyle @RealDrGina @taylorswift13 @BigDawsT…","Kanye West","@KanyeWest"
"793","RT @kanyewest: Keep moving forward","Kanye West","@KanyeWest"
"794","RT @KrysJenner: Truly a dream @kanyewest I can’t thank you enough https://t.co/R88qW8Et1p","Kanye West","@KanyeWest"
"795","RT @Janis81039527: @kardashstormy @KimKardashian @kanyewest She's like WTH and where does he come up with this lol","Kanye West","@KanyeWest"
"796","RT @KrysJenner: 2 years ago today my idol blessed me with an experience I will forever cherish. I was going through really rough times and…","Kanye West","@KanyeWest"
"797","RT @kardashstormy: LMAO 🤣  LOOK AT KIMs face 😂 #KUWTK IM SCREAMG 🤣🤣 @KimKardashian  @kanyewest  https://t.co/cAKWEEdkxE","Kanye West","@KanyeWest"
"798","RT @KrysJenner: 2 years ago today my idol blessed me with an experience I will forever cherish. I was going through really rough times and…","Kanye West","@KanyeWest"
"799","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"800","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"801","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"802","RT @kanyewest: Heard Hideo Kojima is in NY    We need to meet   Does anyone know where he is or how to contact him","Kanye West","@KanyeWest"
"803","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"804","RT @kanyewest: Keep moving forward","Kanye West","@KanyeWest"
"805","AYOOOO  NYC NEEDS ANOTHER TEAM ALL KANYE WEST NIGHT TO RAGE LIKE WE DID 2 YEARS AGO PLEASE 💯
@TeamKanyeDaily  🐻❤️🎒… https://t.co/4f2v4x1yBN","Kanye West","@KanyeWest"
"806","@__jayci @kanyewest - https://t.co/EwSIFFIoyE: Just got back from the dentist. Cavities? Never heard of the twelve… https://t.co/jrWmZ1JgWW","Kanye West","@KanyeWest"
"807","@Dantesjournal @xpswrId I MET @kanyewest IM NEVER GOING TO FAIL!!!! 🐻🎒❤️ https://t.co/rKQwHDJZaU","Kanye West","@KanyeWest"
"808","RT @kanyewest: I feel stronger than ever    We are stronger than ever","Kanye West","@KanyeWest"
"809","RT @kanyewest: I be taking naps","Kanye West","@KanyeWest"
"810","@thelifeofyzy @kanyewest U toast it????","Kanye West","@KanyeWest"
"811","@kanyewest U speak about toast????","Kanye West","@KanyeWest"
"812","RT @kanyewest: Keep moving forward","Kanye West","@KanyeWest"
"813","@yetaughtni @kanyewest Yes! One race— HUMAN race 
👊👊🏻👊🏼👊🏽👊🏾👊🏿","Kanye West","@KanyeWest"
"814","day 90 hey @kanyewest are you doing weekend 1 and 2 or only 2 for coachella","Kanye West","@KanyeWest"
"815","RT @subxstance: + @kanyewest sunday service coachella weekend 2 who tryna hit that???? BUY THESE TIX THX https://t.co/uAUiwnGizf","Kanye West","@KanyeWest"
"816","RT @Complex: 11 years ago today @EstelleDarlings and @kanyewest dropped ""American Boy"" 

A classic. 
https://t.co/Lq5TongbPV","Kanye West","@KanyeWest"
