"","text","name","handle"
"3565","RT @chartdata: .@djsnake, @selenagomez, @Ozuna_Pr and @iamcardib's ""Taki Taki"" has now spent a milestone 20 weeks at #1 on the Latin Stream…","Cardi B","@IAmCardiB"
"3566","@iamcardib squash the beef before you grace our CITY love over hate #PHILLYSTRONG @NICKIMINAJ  #STREETS #SPEAKING","Cardi B","@IAmCardiB"
"3567","RT @CaseyDrewBieber: @officialdougie2 @musicnewsfact @iamcardib I thought this was an achievement until I seen this 💀😂 https://t.co/c87SZCw…","Cardi B","@IAmCardiB"
"3568","RT @bruno_espi15: @Yem_oja @_amorisms @officialdougie2 @CaseyDrewBieber @musicnewsfact @iamcardib He’s just an icon living 😂","Cardi B","@IAmCardiB"
"3569","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3570","RT @billboardcharts: This week's top 10 on the #Artist100:

1. @ArianaGrande (13th week at No. 1)
2. @PostMalone 
3. @QueenWillRock 
4. @Mo…","Cardi B","@IAmCardiB"
"3571","RT @LaurenHarries: Always get the money upfront @RuPaul @iamcardib https://t.co/C0jDYQyQPn","Cardi B","@IAmCardiB"
"3572","@LaurenHarries @RuPaul @iamcardib @IngleShaun07 come collect you’re girl","Cardi B","@IAmCardiB"
"3573","@HeartBeatKidd92 @LaurenHarries @RuPaul @iamcardib Oh my god! That it’s terrifying! 😣","Cardi B","@IAmCardiB"
"3574","RT @Spotify: In 2017, we made statues of @21savage, @MetroBoomin and @SZA. This year, four more young icons are immortalized: @iamcardib, @…","Cardi B","@IAmCardiB"
"3575","RT @LaurenHarries: Always get the money upfront @RuPaul @iamcardib https://t.co/C0jDYQyQPn","Cardi B","@IAmCardiB"
"3576","@LaurenHarries @RuPaul @iamcardib @SorrelParkinson what is this 😂","Cardi B","@IAmCardiB"
"3577","RT @iamcardib: PLEASE ME MUSIC VIDEO OUT NOW ! https://t.co/KjukhV6aHi https://t.co/Q7Upim9YnO","Cardi B","@IAmCardiB"
"3578","RT @chartdata: .@djsnake, @selenagomez, @Ozuna_Pr and @iamcardib's ""Taki Taki"" has now spent a milestone 20 weeks at #1 on the Latin Stream…","Cardi B","@IAmCardiB"
"3579","RT @Type_ur_name: @robjh1 Wow, that's pretty frightening.

@iamcardib outright admits to that? Drugging men and robbing them?

Others don't…","Cardi B","@IAmCardiB"
"3580","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3581","RT @CaseyDrewBieber: @officialdougie2 @musicnewsfact @iamcardib I thought this was an achievement until I seen this 💀😂 https://t.co/c87SZCw…","Cardi B","@IAmCardiB"
"3582","RT @chartdata: Most streamed female artists on global Spotify (April 1; via @ForyouIdid13)
1. @billieeilish 49.8M
2. @ArianaGrande 21.5M
3.…","Cardi B","@IAmCardiB"
"3583","This show is going to be AMAZING! Make sure you enter for your chance to win your tickets to see @iamcardib 

https://t.co/VJ2ma9W553","Cardi B","@IAmCardiB"
"3584","@cookiedrama @joshischillin @ChartLife100 @remsdreams @fuckinladygaga @musicnewsfact @iamcardib This is how we know… https://t.co/93xwam65wx","Cardi B","@IAmCardiB"
"3585","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3586","@HowdenJohn @LaurenHarries @Sienna_Tgirl @RuPaul @iamcardib Oi I love Su Pollard me 😂👏","Cardi B","@IAmCardiB"
"3587","RT @CaseyDrewBieber: @officialdougie2 @musicnewsfact @iamcardib I thought this was an achievement until I seen this 💀😂 https://t.co/c87SZCw…","Cardi B","@IAmCardiB"
"3588","@MIAFestival @trvisXX @iamcardib @TIDAL EPIC","Cardi B","@IAmCardiB"
"3589","@Iam_Mrs_Logan @iamcardib Jason Lee rides Cardi’s bandwagon like crazy. I wouldnt be surprised if he did it for free. Lol","Cardi B","@IAmCardiB"
"3590","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3591","RT @MIAFestival: PHILLY!! ARE YOU READY FOR @trvisXX, @iamcardib AND MORE?? Presale for #MadeInAmerica 2019 is available now for @TIDAL mem…","Cardi B","@IAmCardiB"
"3592","@musicnewsfact @iamcardib YALL BUGGIN TF OUT, REALLY 👎🏼 I’m getting my lawyer","Cardi B","@IAmCardiB"
"3593","@cookiedrama @musicnewsfact @iamcardib Y'all bardi gang this grammy it was going to Mac Miller (rip) and she bought it so don't feel proud","Cardi B","@IAmCardiB"
"3594","RT @DJBooth: MORNING BARS: https://t.co/KVQ66RGoGW

• @trvisXX 
• @darkskinmanson 
• @Dreamville 
• @iamCardiB 
• @QuelleChris 
• @ChrisCra…","Cardi B","@IAmCardiB"
"3595","EVERYONE STOP RN....go play Twerk by @iamcardib on Spotify &amp; look at the video that plays when the song plays...omfg😂","Cardi B","@IAmCardiB"
"3596","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3597","@AcceptItBitch @musicnewsfact @iamcardib Yes super messy smh","Cardi B","@IAmCardiB"
"3598","@cthagod why don't u talk about @iamcardib and if that was a guy  who said the same shot in the same way 
as cardi… https://t.co/rqWzdIIwhH","Cardi B","@IAmCardiB"
"3599","RT @CaseyDrewBieber: @officialdougie2 @musicnewsfact @iamcardib I thought this was an achievement until I seen this 💀😂 https://t.co/c87SZCw…","Cardi B","@IAmCardiB"
"3600","RT @millness12: @SF9official Let me hear you said ""Please.""

🎵 @BrunoMars @iamcardib - Please Me 🎵

@SF9official #SF9 #태양 #유태양 
https://t.c…","Cardi B","@IAmCardiB"
"3601","MORNING BARS: https://t.co/KVQ66RGoGW

• @trvisXX 
• @darkskinmanson 
• @Dreamville 
• @iamCardiB 
• @QuelleChris… https://t.co/Bk17wdmptq","Cardi B","@IAmCardiB"
"3602","@puddin_sfw @SpruanceMatthew @icaruslovato @musicnewsfact @iamcardib You too young to understand or u just dont listenin to music","Cardi B","@IAmCardiB"
"3603","RT @musicnewsfact: .@Camila_Cabello, @iamCardiB &amp; @Halsey are the ONLY female artists to win multiple iHeartRadio Titanium Awards for achie…","Cardi B","@IAmCardiB"
"3604","@uOkuhle_ @musicnewsfact @iamcardib You’re 14 and already a drag queen. Have a good one 💀","Cardi B","@IAmCardiB"
"3605","RT @billboard: Exclusive: @taylorswift13, @BrunoMars, @iamcardib &amp; more songs earn @iHeartRadio Titanium Award for 1 billion spins https://…","Cardi B","@IAmCardiB"
"3606","#breakfastclub @cthagod  @djenvy @angelayee  that guy was right about cardi b. 
You guys have a agenda and talking… https://t.co/KsOtBOnRsY","Cardi B","@IAmCardiB"
"3607","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3608","RT @chartdata: @Drake @JuiceWorlddd @xxxtentacion @edsheeran @iamcardib @Imaginedragons @DUALIPA @Camila_Cabello Female artists, led by Cam…","Cardi B","@IAmCardiB"
"3609","RT @3rdWardYonce: So @musicnewsfact won’t report to y’all that Juice Wrld, Gunna, and Jaden Smith received the same statue as @iamcardib be…","Cardi B","@IAmCardiB"
"3610","@kybair @iamcardib Lookin like sister wives with them sleeves.","Cardi B","@IAmCardiB"
"3611","@babygirl66640 @LaurenHarries @RuPaul @iamcardib I’m equally entranced and terrified! Werq that puss 👏","Cardi B","@IAmCardiB"
"3612","@CardiData @iamcardib So sad 😞 why lie tho ❓","Cardi B","@IAmCardiB"
"3613","@musicnewsfact @iamcardib ""huge impact on Hip-Hop"" LMAO u guys on drugs ??","Cardi B","@IAmCardiB"
"3614","RT @CaseyDrewBieber: @officialdougie2 @musicnewsfact @iamcardib I thought this was an achievement until I seen this 💀😂 https://t.co/c87SZCw…","Cardi B","@IAmCardiB"
"3615","RT @officialdougie2: @musicnewsfact @iamcardib lil Kim, Lauryn Hill, or Nicki have had way more of in impact on rap than Cardi ever will","Cardi B","@IAmCardiB"
"3616","RT @billboardcharts: On this week's #LatinStreamingSongs chart, @djsnake's ""Taki Taki,"" featuring @selenagomez, @Ozuna_Pr &amp; @iamcardib, is…","Cardi B","@IAmCardiB"
"3617","RT @MIAFestival: PHILLY!! ARE YOU READY FOR @trvisXX, @iamcardib AND MORE?? Presale for #MadeInAmerica 2019 is available now for @TIDAL mem…","Cardi B","@IAmCardiB"
"3618","@joshischillin @ChartLife100 @remsdreams @fuckinladygaga @musicnewsfact @iamcardib Both of which she bought and clearly wasn’t deserved.","Cardi B","@IAmCardiB"
"3619","RT @CaseyDrewBieber: @officialdougie2 @musicnewsfact @iamcardib I thought this was an achievement until I seen this 💀😂 https://t.co/c87SZCw…","Cardi B","@IAmCardiB"
"3620","@musicnewsfact @iamcardib Weird thing to do for someone who drugs and robs people 🤷🏼‍♂️","Cardi B","@IAmCardiB"
"3621","RT @LaurenHarries: Always get the money upfront @RuPaul @iamcardib https://t.co/C0jDYQyQPn","Cardi B","@IAmCardiB"
"3622","@musicnewsfact @iamcardib Give me a damn break!! 🤣🤣🤣

This dumb Spanish girl.","Cardi B","@IAmCardiB"
"3623","@musicnewsfact @Camila_Cabello @iamcardib @halsey Halsey and Camila they deserved it","Cardi B","@IAmCardiB"
"3624","RT @Spotify: Tonight was a movie 🎥 

@iamcardib.
@JuiceWorlddd.
@1GunnaGunna.
@officialjaden. 

#RapCaviarPantheon https://t.co/V0DyCjqBtv","Cardi B","@IAmCardiB"
"3625","@BtSquared2 @empyreall It’s fucked up when u black but “ain’t black enough” but then when they try to take pride in… https://t.co/ERo2rfieKF","Cardi B","@IAmCardiB"
"3626","RT @iamcardib: Rapper Nicki Minaj is Pregnant! Find out Whose Baby! Twitter Approves? Read On.. http://t.co/21xcFQrugr","Cardi B","@IAmCardiB"
"3627","@onikasplaya @MESSYCARDISTAN @chartdata @iamcardib Payola is also illegal and would bring about a federal investiga… https://t.co/fAb1Cg4AYE","Cardi B","@IAmCardiB"
"3628","@DJFreshSA greetings, my name is Andile Ndaba. I am 20 years old, I am a copywriter and songwriter. And I have writ… https://t.co/9hqoNjFKMx","Cardi B","@IAmCardiB"
"3629","RT @LaurenJauregui: ❤👅👅👅❤ I love this woman😩😩 @iamcardib ur a queeeeeen https://t.co/6RswqblkB3","Cardi B","@IAmCardiB"
"3630","RT @AllanFromTheG: All it takes is 2 seconds please RT @iamcardib 
😫😭 https://t.co/P90nXzJoQs","Cardi B","@IAmCardiB"
"3631","@SpruanceMatthew @Antwone1600 @icaruslovato @musicnewsfact @iamcardib Literally what impact tho????","Cardi B","@IAmCardiB"
"3632","RT @etnow: .@Camila_Cabello, @iamcardib, @taylorswift13 and more will receive an iHeartRadio Titanium Award for reaching a BILLION spins! 🎶…","Cardi B","@IAmCardiB"
"3633","The world didn't need one, but that didn't stop @becometheknight from posting an analysis of everything wrong with… https://t.co/qtqbM2mFhz","Cardi B","@IAmCardiB"
"3634","@musicnewsfact @iamcardib This is beautiful.","Cardi B","@IAmCardiB"
"3635","@onikafag @chartdata @iamcardib This ain't about her.","Cardi B","@IAmCardiB"
"3636","@iamcardib These would be so cute on you! https://t.co/2QNHYnDSjG","Cardi B","@IAmCardiB"
"3637","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3638","RT @PopAlertNews: 'Taki Taki' by DJ Snake, Selena Gomez, Cardi B, &amp; Ozuna has spent a record breaking 20 weeks at #1 on the Latin Streaming…","Cardi B","@IAmCardiB"
"3639","@iamcardib @NICKIMINAJ let the games begin 👠 https://t.co/aoZglm9Qh1","Cardi B","@IAmCardiB"
"3640","RT @Spotify: Tonight was a movie 🎥 

@iamcardib.
@JuiceWorlddd.
@1GunnaGunna.
@officialjaden. 

#RapCaviarPantheon https://t.co/V0DyCjqBtv","Cardi B","@IAmCardiB"
"3641","@musicnewsfact @iamcardib lmfao what ""huge impact"" has she made","Cardi B","@IAmCardiB"
"3642","@calsfakesmile @NASArtPop @MakeForgotte @selenalover0597 @musicnewsfact @iamcardib It is x3","Cardi B","@IAmCardiB"
"3643","RT @PopAlertNews: 'Taki Taki' by DJ Snake, Selena Gomez, Cardi B, &amp; Ozuna has spent a record breaking 20 weeks at #1 on the Latin Streaming…","Cardi B","@IAmCardiB"
"3644","RT @Spotify: In 2017, we made statues of @21savage, @MetroBoomin and @SZA. This year, four more young icons are immortalized: @iamcardib, @…","Cardi B","@IAmCardiB"
"3645","@iamcardib Why are you not paying for your crimes against men?  Why do you get a pass?","Cardi B","@IAmCardiB"
"3646","RT @Music_Connect_: .@iamcardib world tour is titled “Femme It Forward” it will have all female opening acts:

• Megan Thee Stallion 
• Nic…","Cardi B","@IAmCardiB"
"3647","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3648","@whitewitchdrags @ClampGodAaron @musicnewsfact @Camila_Cabello @iamcardib @halsey Chlamydia sounds like a dying goat. What talent ?","Cardi B","@IAmCardiB"
"3649","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3650","RT @iamcardib: IM THAT BITCH THEY LOVE TO HATE,IM THAT BITCH THEY HATE TO LOVE ❤️ 😝and I love it 😍🥰🥰","Cardi B","@IAmCardiB"
"3651","@musicnewsfact @iamcardib WHATTTTTTTT","Cardi B","@IAmCardiB"
"3652","@LaurenHarries @RuPaul @iamcardib These clips all seem very funny but facts are she’s moved to London, she don’t wo… https://t.co/eoLP3wf3QW","Cardi B","@IAmCardiB"
"3653","RT @3rdWardYonce: So @musicnewsfact won’t report to y’all that Juice Wrld, Gunna, and Jaden Smith received the same statue as @iamcardib be…","Cardi B","@IAmCardiB"
"3654","@JacksonDevine26 @illumedbeauty @musicnewsfact @iamcardib She admitted it on insta live","Cardi B","@IAmCardiB"
"3655","@trevwitham @kybair @iamcardib oh yike okay i didn’t know that","Cardi B","@IAmCardiB"
"3656","@musicnewsfact @iamcardib Impact on HIP HOP https://t.co/ZvSxGU8t36","Cardi B","@IAmCardiB"
"3657","RT @Go953mn: #3 of @Auggie5000 x @SophiaEris #Top5 Families is @iamcardib, @OffsetYRN, and Kulture ——- “Clout” https://t.co/u2YfZqsXi0 http…","Cardi B","@IAmCardiB"
"3658","RT @CaseyDrewBieber: @officialdougie2 @musicnewsfact @iamcardib I thought this was an achievement until I seen this 💀😂 https://t.co/c87SZCw…","Cardi B","@IAmCardiB"
"3659","RT @iamcardib: PLEASE ME MUSIC VIDEO OUT NOW ! https://t.co/KjukhV6aHi https://t.co/Q7Upim9YnO","Cardi B","@IAmCardiB"
"3660","NP&gt;▶️MONEY - @iamcardib 🎧
 On📻
w/ @milez411 x @MissRikky1 x @tomolapearl x @Djkelvin105fm #THESWITCH… https://t.co/rDc0sQtroy","Cardi B","@IAmCardiB"
"3661","RT @iamcardib: Mood ! https://t.co/xgJkTOjhdu","Cardi B","@IAmCardiB"
"3662","@musicnewsfact @iamcardib Will it rob and drug visitors like Cosbi B?","Cardi B","@IAmCardiB"
"3663","RT @Spotify: In 2017, we made statues of @21savage, @MetroBoomin and @SZA. This year, four more young icons are immortalized: @iamcardib, @…","Cardi B","@IAmCardiB"
"3664","@AdamBlackmoore @LaurenHarries @RuPaul @iamcardib She is a queen","Cardi B","@IAmCardiB"
"3665","RT @CaseyDrewBieber: @officialdougie2 @musicnewsfact @iamcardib I thought this was an achievement until I seen this 💀😂 https://t.co/c87SZCw…","Cardi B","@IAmCardiB"
"3666","RT @chartdata: Most streamed female artists on global Spotify (April 1; via @ForyouIdid13)
1. @billieeilish 49.8M
2. @ArianaGrande 21.5M
3.…","Cardi B","@IAmCardiB"
"3667","@musicnewsfact @iamcardib What impact exactly?","Cardi B","@IAmCardiB"
"3668","@iamcardib Facts","Cardi B","@IAmCardiB"
"3669","RT @LaurenHarries: Always get the money upfront @RuPaul @iamcardib https://t.co/C0jDYQyQPn","Cardi B","@IAmCardiB"
"3670","RT @Spotify: Tonight was a movie 🎥 

@iamcardib.
@JuiceWorlddd.
@1GunnaGunna.
@officialjaden. 

#RapCaviarPantheon https://t.co/V0DyCjqBtv","Cardi B","@IAmCardiB"
"3671","@dxnjpeg @ItsJackDaniel @iamcardib literally before she even got as popular as she is now. 

https://t.co/CuMUPbASaw","Cardi B","@IAmCardiB"
"3672","RT @CardiBTeam: .@iamcardib — Be Careful 

• #11 on Billboard Hot 100
• Grammy Nominated for “Best Rap Performance”
• 2X PLATINUM in the US…","Cardi B","@IAmCardiB"
"3673","RT @etnow: .@Camila_Cabello, @iamcardib, @taylorswift13 and more will receive an iHeartRadio Titanium Award for reaching a BILLION spins! 🎶…","Cardi B","@IAmCardiB"
"3674","@garciaaajanett @iamcardib @FarrukoOfficial Bitch papa and beers August something !!!! I’m trying to go ! I been wa… https://t.co/SijBJwHf5R","Cardi B","@IAmCardiB"
"3675","RT @LaurenHarries: Always get the money upfront @RuPaul @iamcardib https://t.co/C0jDYQyQPn","Cardi B","@IAmCardiB"
"3676","RT @iamcardib: IM THAT BITCH THEY LOVE TO HATE,IM THAT BITCH THEY HATE TO LOVE ❤️ 😝and I love it 😍🥰🥰","Cardi B","@IAmCardiB"
"3677","RT @chartdata: Most streamed female artists on global Spotify (April 1; via @ForyouIdid13)
1. @billieeilish 49.8M
2. @ArianaGrande 21.5M
3.…","Cardi B","@IAmCardiB"
"3678","@MIAFestival @trvisXX @iamcardib @TIDAL Oh how the crowd will be a little lighter this year
#SurvivingCardiB
#MuteCardiB","Cardi B","@IAmCardiB"
"3679","RT @chartdata: .@iamcardib has six songs on this week's Hot 100, the most of any artist.","Cardi B","@IAmCardiB"
"3680","@etnow @TSwiftLA @Camila_Cabello @iamcardib @taylorswift13 Congratulations 🎈","Cardi B","@IAmCardiB"
"3681","@musicnewsfact @iamcardib Why are people hating on cardi just because she worked hard and got here instead of compl… https://t.co/JwehsXbjjP","Cardi B","@IAmCardiB"
"3682","RT @etnow: .@Camila_Cabello, @iamcardib, @taylorswift13 and more will receive an iHeartRadio Titanium Award for reaching a BILLION spins! 🎶…","Cardi B","@IAmCardiB"
"3683","RT @billboardcharts: This week's top 10 on the #Artist100:

1. @ArianaGrande (13th week at No. 1)
2. @PostMalone 
3. @QueenWillRock 
4. @Mo…","Cardi B","@IAmCardiB"
"3684","@iamcardib First thing you need to do to ""better"" youself is to LEARN TO SPEAK ENGLISH!!","Cardi B","@IAmCardiB"
"3685","RT @CardiBCrew: A statue has been made of @iamcardib for 'Rap Caviar Pantheon', which will be displayed at the Brooklyn Museum! 👑 https://t…","Cardi B","@IAmCardiB"
"3686","@musicnewsfact @iamcardib Wheres the one with juiceworld","Cardi B","@IAmCardiB"
"3687","RT @iamcardib: What’s going on here ?😩😩😩Please me ! https://t.co/ivnf1Qu54a","Cardi B","@IAmCardiB"
"3688","RT @MIAFestival: PHILLY!! ARE YOU READY FOR @trvisXX, @iamcardib AND MORE?? Presale for #MadeInAmerica 2019 is available now for @TIDAL mem…","Cardi B","@IAmCardiB"
"3689","RT @chartdata: .@djsnake, @selenagomez, @Ozuna_Pr and @iamcardib's ""Taki Taki"" has now spent a milestone 20 weeks at #1 on the Latin Stream…","Cardi B","@IAmCardiB"
"3690","RT @PopAlertNews: 'Taki Taki' by DJ Snake, Selena Gomez, Cardi B, &amp; Ozuna has spent a record breaking 20 weeks at #1 on the Latin Streaming…","Cardi B","@IAmCardiB"
"3691","RT @junitoboy1: 🚨🚨🚨🚨🚨 6 songs in the top 100 — the most of any artist ...@iamcardib  congrats Queen https://t.co/0Su3VzqYJL","Cardi B","@IAmCardiB"
"3692",".@trvisXX, @iamCardiB headlining @MIAFestival 2019 #travisscott #cardib #andersonpaak #juicewrld #madeinamericafest… https://t.co/FTAPmAwTUP","Cardi B","@IAmCardiB"
"3693","i love @iamcardib 💗 her music always puts me in a better mood.","Cardi B","@IAmCardiB"
"3694","@billboardcharts @ArianaGrande @PostMalone @QueenWillRock @MotleyCrue @thegreatkhalid @BTS_twt @xxxtentacion… https://t.co/5AdS35m9F3","Cardi B","@IAmCardiB"
"3695","RT @MIAFestival: PHILLY!! ARE YOU READY FOR @trvisXX, @iamcardib AND MORE?? Presale for #MadeInAmerica 2019 is available now for @TIDAL mem…","Cardi B","@IAmCardiB"
"3696","RT @CaseyDrewBieber: @officialdougie2 @musicnewsfact @iamcardib I thought this was an achievement until I seen this 💀😂 https://t.co/c87SZCw…","Cardi B","@IAmCardiB"
"3697","RT @iamcardib: All I can do now is be a better me for myself my family and my future. https://t.co/VlPJW20thN","Cardi B","@IAmCardiB"
"3698","RT @CaseyDrewBieber: @officialdougie2 @musicnewsfact @iamcardib I thought this was an achievement until I seen this 💀😂 https://t.co/c87SZCw…","Cardi B","@IAmCardiB"
"3699","RT @musicnewsfact: .@Camila_Cabello, @iamCardiB &amp; @Halsey are the ONLY female artists to win multiple iHeartRadio Titanium Awards for achie…","Cardi B","@IAmCardiB"
"3700","RT @Spotify: Tonight was a movie 🎥 

@iamcardib.
@JuiceWorlddd.
@1GunnaGunna.
@officialjaden. 

#RapCaviarPantheon https://t.co/V0DyCjqBtv","Cardi B","@IAmCardiB"
"3701","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3702","@musicnewsfact @iamcardib Nicki's verse in Kanye's monster is better than Cardi's rap career and i don't belong to… https://t.co/mv3nyTPYih","Cardi B","@IAmCardiB"
"3703","You sound silly. I’m sure @iamcardib is not spending her hard earned coins to pay anyone to do anything against nic… https://t.co/gMmY6HFThO","Cardi B","@IAmCardiB"
"3704","@iamcardib I feel that it's okay as long as she pays those guys back the money she stole now that shes a millionaire.","Cardi B","@IAmCardiB"
"3705","RT @PopAlertNews: 'Taki Taki' by DJ Snake, Selena Gomez, Cardi B, &amp; Ozuna has spent a record breaking 20 weeks at #1 on the Latin Streaming…","Cardi B","@IAmCardiB"
"3706","RT @PopAlertNews: 'Taki Taki' by DJ Snake, Selena Gomez, Cardi B, &amp; Ozuna has spent a record breaking 20 weeks at #1 on the Latin Streaming…","Cardi B","@IAmCardiB"
"3707","Yes, the OLD @iamcardib drugged and stole from men. The current @iamcardib is a lot better now and has a family! I’… https://t.co/gORdqTKh8r","Cardi B","@IAmCardiB"
"3708","@TimThissen @terrycrews @iamcardib One person apologized. The other apologized and then double down and this transphobia afterward.","Cardi B","@IAmCardiB"
"3709","@legionofdemi @musicnewsfact @iamcardib is Madison Montgomery wbk!","Cardi B","@IAmCardiB"
"3710","@LaurenHarries @RuPaul @iamcardib @alxndrbn her videos are wonderful 😂 x","Cardi B","@IAmCardiB"
"3711","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3712","RT @chartdata: Most streamed female artists on global Spotify (April 1; via @ForyouIdid13)
1. @billieeilish 49.8M
2. @ArianaGrande 21.5M
3.…","Cardi B","@IAmCardiB"
"3713","@musicnewsfact @iamcardib Tbh lauryn hill needs to check the stripper","Cardi B","@IAmCardiB"
"3714","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3715","@musicnewsfact @iamcardib clicky baity","Cardi B","@IAmCardiB"
"3716","@3rdWardYonce @musicnewsfact @iamcardib So they messy asf... https://t.co/87XND4QgsZ","Cardi B","@IAmCardiB"
"3717","RT @3rdWardYonce: So @musicnewsfact won’t report to y’all that Juice Wrld, Gunna, and Jaden Smith received the same statue as @iamcardib be…","Cardi B","@IAmCardiB"
"3718","RT @PopAlertNews: 'Taki Taki' by DJ Snake, Selena Gomez, Cardi B, &amp; Ozuna has spent a record breaking 20 weeks at #1 on the Latin Streaming…","Cardi B","@IAmCardiB"
"3719","RT @chartdata: Most streamed female artists on global Spotify (April 1; via @ForyouIdid13)
1. @billieeilish 49.8M
2. @ArianaGrande 21.5M
3.…","Cardi B","@IAmCardiB"
"3720","@musicnewsfact @iamcardib pls, anyone feel free to answer","Cardi B","@IAmCardiB"
"3721","@musicnewsfact @iamcardib impact how?","Cardi B","@IAmCardiB"
"3722","RT @LaurenHarries: Always get the money upfront @RuPaul @iamcardib https://t.co/C0jDYQyQPn","Cardi B","@IAmCardiB"
"3723","@musicnewsfact @iamcardib Who impact in hip hop?????? https://t.co/PqXnwG7FKQ","Cardi B","@IAmCardiB"
"3724","RT @billboardcharts: On this week's #LatinStreamingSongs chart, @djsnake's ""Taki Taki,"" featuring @selenagomez, @Ozuna_Pr &amp; @iamcardib, is…","Cardi B","@IAmCardiB"
"3725","RT @3rdWardYonce: So @musicnewsfact won’t report to y’all that Juice Wrld, Gunna, and Jaden Smith received the same statue as @iamcardib be…","Cardi B","@IAmCardiB"
"3726","RT @CaseyDrewBieber: @officialdougie2 @musicnewsfact @iamcardib I thought this was an achievement until I seen this 💀😂 https://t.co/c87SZCw…","Cardi B","@IAmCardiB"
"3727","RT @remsdreams: @fuckinladygaga @musicnewsfact @iamcardib not before nicki gets here","Cardi B","@IAmCardiB"
"3728","@fuckpabz @ComplexMusic @JuiceWorlddd @iamcardib @1GunnaGunna @officialjaden @Spotify @brooklynmuseum Because peopl… https://t.co/cTFV35Zzjn","Cardi B","@IAmCardiB"
"3729","@sarahwalsh2512 @LaurenHarries @RuPaul @iamcardib No. Mate. Wtf is that 😩😩😩 she looks like a shrimp high on crack ffs","Cardi B","@IAmCardiB"
"3730","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3731","RT @PopAlertNews: 'Taki Taki' by DJ Snake, Selena Gomez, Cardi B, &amp; Ozuna has spent a record breaking 20 weeks at #1 on the Latin Streaming…","Cardi B","@IAmCardiB"
"3732","RT @Go953mn: #3 of @Auggie5000 x @SophiaEris #Top5 Families is @iamcardib, @OffsetYRN, and Kulture ——- “Clout” https://t.co/u2YfZqsXi0 http…","Cardi B","@IAmCardiB"
"3733","RT @ComplexMusic: .@JuiceWorlddd 
@iamcardib 
@1GunnaGunna 
@officialjaden 

@Spotify Rap Caviar's newest class of honorees in stone at @br…","Cardi B","@IAmCardiB"
"3734","RT @CabreraLibra: @musicnewsfact @iamcardib I guess we extending April fools?","Cardi B","@IAmCardiB"
"3735","@musicnewsfact @iamcardib The true Queens of Hip-Hop:

* Write their own songs
* Don't need to dance
* Don't need t… https://t.co/bWVG9wVGTF","Cardi B","@IAmCardiB"
"3736","RT @chartdata: .@djsnake, @selenagomez, @Ozuna_Pr and @iamcardib's ""Taki Taki"" has now spent a milestone 20 weeks at #1 on the Latin Stream…","Cardi B","@IAmCardiB"
